prior(0,0919062832800852).
trusts(295,33).
trusts(760,297).
trusts(765,102).
trusts(280,575).
trusts(17,8).
trusts(765,104).
trusts(280,577).
trusts(2,577).
trusts(746,834).
trusts(766,93).
trusts(295,36).
trusts(768,7).
trusts(752,599).
trusts(294,77).
trusts(7,401).
trusts(7,398).
trusts(759,302).
trusts(1202,1128).
trusts(294,25).
trusts(1915,720).
trusts(7,352).
trusts(1190,1564).
trusts(755,465).
trusts(8,321).
trusts(765,86).
trusts(13,144).
trusts(15,72).
trusts(292,80).
trusts(769,29).
trusts(1221,388).
trusts(1208,866).
trusts(280,509).
trusts(265,1094).
trusts(265,1095).
trusts(1934,8).
trusts(1221,410).
trusts(291,127).
trusts(293,51).
trusts(1934,2).
trusts(1201,1137).
trusts(267,971).
trusts(1917,594).
trusts(1208,834).
trusts(243,1874).
trusts(1697,109).
trusts(13,196).
trusts(766,120).
trusts(766,122).
trusts(1198,1221).
trusts(18,25).
trusts(2,453).
trusts(1697,448).
trusts(1702,276).
trusts(746,450).
trusts(1939,252).
trusts(1939,248).
trusts(243,1820).
trusts(1706,107).
trusts(1,468).
trusts(755,99).
trusts(7,248).
trusts(1,470).
trusts(1939,254).
trusts(746,433).
trusts(287,172).
trusts(1943,86).
trusts(726,1148).
trusts(755,80).
trusts(1216,750).
trusts(283,327).
trusts(1941,170).
trusts(1215,764).
trusts(1939,209).
trusts(755,181).
trusts(1939,206).
trusts(1939,212).
trusts(287,127).
trusts(290,17).
trusts(7,321).
trusts(13,93).
trusts(746,483).
trusts(237,1973).
trusts(7,316).
trusts(1943,42).
trusts(1939,196).
trusts(1231,127).
trusts(1939,170).
trusts(1938,212).
trusts(1939,177).
trusts(8,254).
trusts(1705,194).
trusts(1939,180).
trusts(1668,1542).
trusts(1208,960).
trusts(7,283).
trusts(1941,83).
trusts(13,58).
trusts(7,280).
trusts(1219,563).
trusts(755,127).
trusts(285,156).
trusts(2,321).
trusts(1,364).
trusts(1934,321).
trusts(6,180).
trusts(761,15).
trusts(280,339).
trusts(267,807).
trusts(1698,276).
trusts(1942,20).
trusts(755,226).
trusts(1939,129).
trusts(1939,128).
trusts(1923,719).
trusts(8,83).
trusts(1237,121).
trusts(739,821).
trusts(278,405).
trusts(8,86).
trusts(1941,49).
trusts(1939,122).
trusts(7,127).
trusts(7,129).
trusts(1213,1000).
trusts(7,98).
trusts(1235,178).
trusts(253,1300).
trusts(7,107).
trusts(5,181).
trusts(1700,180).
trusts(1681,886).
trusts(1700,170).
trusts(1939,98).
trusts(7,83).
trusts(1657,1767).
trusts(7,86).
trusts(1214,929).
trusts(1939,86).
trusts(755,307).
trusts(1198,1517).
trusts(284,135).
trusts(1939,79).
trusts(719,1634).
trusts(1939,85).
trusts(1941,8).
trusts(1221,655).
trusts(1941,2).
trusts(755,291).
trusts(285,77).
trusts(1700,264).
trusts(272,554).
trusts(8,153).
trusts(1237,51).
trusts(1939,55).
trusts(4,297).
trusts(11,20).
trusts(7,169).
trusts(1688,699).
trusts(281,212).
trusts(762,14).
trusts(284,98).
trusts(1700,246).
trusts(280,241).
trusts(759,117).
trusts(1939,42).
trusts(7,170).
trusts(1237,30).
trusts(745,632).
trusts(1700,238).
trusts(284,86).
trusts(752,370).
trusts(273,492).
trusts(748,515).
trusts(746,587).
trusts(269,633).
trusts(267,704).
trusts(3,303).
trusts(1939,28).
trusts(243,86).
trusts(67,528).
trusts(1085,36).
trusts(242,129).
trusts(233,462).
trusts(643,846).
trusts(1073,492).
trusts(196,1842).
trusts(75,239).
trusts(245,36).
trusts(240,226).
trusts(1484,599).
trusts(196,1855).
trusts(1472,981).
trusts(77,127).
trusts(244,20).
trusts(238,240).
trusts(78,93).
trusts(196,1799).
trusts(80,20).
trusts(240,172).
trusts(238,246).
trusts(75,203).
trusts(657,297).
trusts(77,120).
trusts(242,104).
trusts(78,98).
trusts(196,1820).
trusts(1054,1177).
trusts(1063,847).
trusts(75,212).
trusts(68,470).
trusts(243,83).
trusts(203,1634).
trusts(75,173).
trusts(241,226).
trusts(1082,226).
trusts(75,164).
trusts(662,86).
trusts(664,17).
trusts(244,134).
trusts(1486,452).
trusts(71,337).
trusts(240,284).
trusts(218,1097).
trusts(75,183).
trusts(242,203).
trusts(1075,486).
trusts(243,168).
trusts(199,1806).
trusts(1071,647).
trusts(244,143).
trusts(652,468).
trusts(243,125).
trusts(221,937).
trusts(196,1859).
trusts(1080,253).
trusts(196,1857).
trusts(63,577).
trusts(68,389).
trusts(1460,1376).
trusts(78,20).
trusts(246,20).
trusts(243,128).
trusts(1084,125).
trusts(1086,53).
trusts(77,80).
trusts(29,1855).
trusts(78,38).
trusts(242,186).
trusts(238,328).
trusts(69,364).
trusts(652,385).
trusts(69,575).
trusts(80,170).
trusts(68,614).
trusts(80,172).
trusts(662,7).
trusts(74,399).
trusts(662,32).
trusts(77,294).
trusts(1054,1073).
trusts(1053,1115).
trusts(657,213).
trusts(1503,14).
trusts(79,172).
trusts(639,835).
trusts(246,83).
trusts(77,253).
trusts(658,127).
trusts(39,1666).
trusts(241,280).
trusts(1072,388).
trusts(652,364).
trusts(657,178).
trusts(82,83).
trusts(1041,1525).
trusts(1466,1314).
trusts(242,327).
trusts(647,508).
trusts(1060,906).
trusts(83,2).
trusts(238,467).
trusts(1078,235).
trusts(1497,155).
trusts(60,850).
trusts(214,1352).
trusts(1067,669).
trusts(214,1382).
trusts(611,1854).
trusts(83,8).
trusts(83,20).
trusts(251,1).
trusts(242,297).
trusts(78,144).
trusts(77,181).
trusts(51,1143).
trusts(221,1068).
trusts(68,525).
trusts(75,265).
trusts(1477,863).
trusts(82,17).
trusts(64,681).
trusts(237,497).
trusts(78,162).
trusts(77,197).
trusts(78,173).
trusts(1051,1220).
trusts(82,21).
trusts(1041,1434).
trusts(1052,1028).
trusts(243,372).
trusts(85,129).
trusts(251,75).
trusts(63,930).
trusts(668,170).
trusts(1060,707).
trusts(1054,929).
trusts(78,381).
trusts(75,492).
trusts(77,405).
trusts(77,410).
trusts(251,60).
trusts(669,144).
trusts(1051,1025).
trusts(1051,1028).
trusts(250,72).
trusts(1054,916).
trusts(671,51).
trusts(87,20).
trusts(83,170).
trusts(241,412).
trusts(87,25).
trusts(85,98).
trusts(75,468).
trusts(1472,727).
trusts(242,347).
trusts(1073,194).
trusts(85,85).
trusts(78,345).
trusts(68,716).
trusts(79,310).
trusts(664,290).
trusts(1073,198).
trusts(77,373).
trusts(246,212).
trusts(85,75).
trusts(1487,158).
trusts(86,33).
trusts(78,328).
trusts(77,365).
trusts(251,127).
trusts(77,364).
trusts(1073,313).
trusts(253,60).
trusts(75,428).
trusts(251,117).
trusts(86,20).
trusts(254,2).
trusts(1073,290).
trusts(244,370).
trusts(82,162).
trusts(671,8).
trusts(253,51).
trusts(1485,222).
trusts(86,7).
trusts(75,415).
trusts(253,25).
trusts(242,431).
trusts(246,280).
trusts(669,53).
trusts(253,20).
trusts(85,28).
trusts(78,287).
trusts(666,172).
trusts(85,31).
trusts(78,290).
trusts(252,46).
trusts(85,20).
trusts(78,280).
trusts(69,614).
trusts(1041,1455).
trusts(1460,1115).
trusts(83,86).
trusts(69,606).
trusts(252,51).
trusts(85,254).
trusts(68,883).
trusts(253,126).
trusts(643,991).
trusts(86,222).
trusts(240,612).
trusts(78,516).
trusts(657,467).
trusts(86,226).
trusts(251,197).
trusts(1493,119).
trusts(253,109).
trusts(78,506).
trusts(89,98).
trusts(83,319).
trusts(87,170).
trusts(209,1733).
trusts(83,297).
trusts(251,172).
trusts(251,173).
trusts(242,506).
trusts(251,161).
trusts(205,1863).
trusts(86,170).
trusts(86,172).
trusts(252,117).
trusts(233,822).
trusts(1054,769).
trusts(69,805).
trusts(657,418).
trusts(251,144).
trusts(250,186).
trusts(75,564).
trusts(83,266).
trusts(55,1300).
trusts(649,707).
trusts(1453,1551).
trusts(1483,434).
trusts(85,203).
trusts(667,30).
trusts(253,181).
trusts(88,67).
trusts(1077,20).
trusts(1459,1310).
trusts(83,248).
trusts(67,839).
trusts(87,98).
trusts(77,468).
trusts(253,172).
trusts(242,579).
trusts(89,39).
trusts(85,186).
trusts(89,36).
trusts(254,129).
trusts(85,180).
trusts(242,571).
trusts(77,452).
trusts(209,1776).
trusts(83,241).
trusts(246,404).
trusts(86,109).
trusts(255,72).
trusts(252,177).
trusts(83,229).
trusts(82,266).
trusts(1472,792).
trusts(85,151).
trusts(253,135).
trusts(89,198).
trusts(250,313).
trusts(93,51).
trusts(85,347).
trusts(93,48).
trusts(242,607).
trusts(89,197).
trusts(649,1098).
trusts(251,271).
trusts(68,967).
trusts(678,38).
trusts(1084,568).
trusts(1085,525).
trusts(243,577).
trusts(1073,971).
trusts(1085,526).
trusts(678,46).
trusts(647,1186).
trusts(248,398).
trusts(253,212).
trusts(646,1237).
trusts(93,58).
trusts(253,226).
trusts(79,575).
trusts(1469,1634).
trusts(253,224).
trusts(678,48).
trusts(251,307).
trusts(259,12).
trusts(258,49).
trusts(657,838).
trusts(251,309).
trusts(89,226).
trusts(248,425).
trusts(75,740).
trusts(244,575).
trusts(78,630).
trusts(259,21).
trusts(1510,127).
trusts(90,209).
trusts(666,522).
trusts(678,71).
trusts(678,72).
trusts(77,677).
trusts(678,79).
trusts(85,380).
trusts(78,639).
trusts(1474,1475).
trusts(93,86).
trusts(75,646).
trusts(1471,1471).
trusts(260,8).
trusts(85,272).
trusts(1503,297).
trusts(252,310).
trusts(71,810).
trusts(1091,378).
trusts(89,150).
trusts(51,1555).
trusts(671,242).
trusts(248,470).
trusts(86,254).
trusts(649,1060).
trusts(79,530).
trusts(93,13).
trusts(78,559).
trusts(1061,1515).
trusts(653,929).
trusts(258,119).
trusts(678,5).
trusts(92,65).
trusts(243,678).
trusts(243,681).
trusts(253,310).
trusts(77,625).
trusts(1095,265).
trusts(239,830).
trusts(1512,1).
trusts(1505,265).
trusts(75,688).
trusts(246,577).
trusts(89,172).
trusts(678,20).
trusts(233,1060).
trusts(1073,844).
trusts(95,96).
trusts(251,412).
trusts(90,280).
trusts(243,706).
trusts(252,372).
trusts(652,868).
trusts(251,405).
trusts(75,844).
trusts(224,1402).
trusts(94,136).
trusts(671,155).
trusts(647,1071).
trusts(1516,20).
trusts(1496,750).
trusts(92,238).
trusts(75,866).
trusts(218,1666).
trusts(673,127).
trusts(218,1665).
trusts(1092,172).
trusts(261,71).
trusts(1503,514).
trusts(83,577).
trusts(83,576).
trusts(668,300).
trusts(83,584).
trusts(93,226).
trusts(92,264).
trusts(667,353).
trusts(1085,436).
trusts(233,1115).
trusts(263,33).
trusts(86,370).
trusts(660,497).
trusts(651,830).
trusts(649,905).
trusts(671,96).
trusts(669,170).
trusts(1090,274).
trusts(93,118).
trusts(652,819).
trusts(1085,481).
trusts(264,12).
trusts(653,774).
trusts(93,125).
trusts(92,169).
trusts(93,135).
trusts(1471,1634).
trusts(86,398).
trusts(253,434).
trusts(93,140).
trusts(251,497).
trusts(1092,251).
trusts(75,815).
trusts(79,677).
trusts(260,180).
trusts(241,883).
trusts(75,826).
trusts(1085,506).
trusts(75,828).
trusts(216,1812).
trusts(265,30).
trusts(86,575).
trusts(253,468).
trusts(77,911).
trusts(86,577).
trusts(98,129).
trusts(240,960).
trusts(93,307).
trusts(93,300).
trusts(678,280).
trusts(101,1).
trusts(260,206).
trusts(1073,716).
trusts(1085,269).
trusts(85,591).
trusts(1085,313).
trusts(55,1760).
trusts(1495,442).
trusts(266,29).
trusts(260,232).
trusts(102,3).
trusts(75,1002).
trusts(55,1742).
trusts(93,334).
trusts(216,1855).
trusts(671,571).
trusts(678,326).
trusts(92,368).
trusts(264,92).
trusts(85,624).
trusts(1062,1153).
trusts(92,362).
trusts(264,125).
trusts(1484,752).
trusts(669,568).
trusts(75,922).
trusts(250,647).
trusts(98,74).
trusts(263,172).
trusts(653,1141).
trusts(259,297).
trusts(1485,698).
trusts(253,522).
trusts(264,117).
trusts(657,1002).
trusts(85,582).
trusts(93,284).
trusts(258,385).
trusts(85,575).
trusts(85,574).
trusts(92,313).
trusts(77,868).
trusts(75,949).
trusts(263,209).
trusts(682,127).
trusts(268,22).
trusts(263,206).
trusts(678,254).
trusts(1466,1433).
trusts(85,568).
trusts(267,39).
trusts(675,370).
trusts(1470,1469).
trusts(678,180).
trusts(1085,162).
trusts(268,54).
trusts(267,92).
trusts(682,30).
trusts(83,809).
trusts(678,177).
trusts(251,674).
trusts(262,263).
trusts(250,709).
trusts(1086,109).
trusts(251,669).
trusts(678,166).
trusts(651,1165).
trusts(679,122).
trusts(92,509).
trusts(671,468).
trusts(241,1080).
trusts(263,262).
trusts(1472,1420).
trusts(653,1126).
trusts(104,69).
trusts(681,87).
trusts(1054,1325).
trusts(678,196).
trusts(238,1175).
trusts(266,135).
trusts(254,577).
trusts(254,575).
trusts(1500,291).
trusts(267,153).
trusts(678,118).
trusts(1482,960).
trusts(653,1029).
trusts(269,69).
trusts(100,127).
trusts(1085,206).
trusts(252,689).
trusts(258,470).
trusts(1084,242).
trusts(102,28).
trusts(221,1840).
trusts(1076,542).
trusts(93,362).
trusts(678,87).
trusts(673,272).
trusts(268,90).
trusts(93,364).
trusts(239,1165).
trusts(678,94).
trusts(678,143).
trusts(233,1445).
trusts(677,172).
trusts(271,31).
trusts(1088,127).
trusts(671,392).
trusts(268,134).
trusts(264,275).
trusts(1054,1381).
trusts(101,105).
trusts(679,86).
trusts(101,104).
trusts(679,87).
trusts(48,137).
trusts(689,109).
trusts(680,441).
trusts(15,1357).
trusts(216,127).
trusts(1054,253).
trusts(667,939).
trusts(216,150).
trusts(44,297).
trusts(672,750).
trusts(34,624).
trusts(46,177).
trusts(218,29).
trusts(18,1214).
trusts(216,104).
trusts(15,1322).
trusts(197,804).
trusts(1029,1126).
trusts(49,74).
trusts(218,22).
trusts(216,96).
trusts(48,109).
trusts(216,93).
trusts(216,120).
trusts(197,823).
trusts(1029,1141).
trusts(7,1635).
trusts(216,112).
trusts(689,83).
trusts(218,37).
trusts(688,117).
trusts(677,615).
trusts(216,71).
trusts(30,866).
trusts(678,577).
trusts(216,72).
trusts(217,36).
trusts(689,172).
trusts(1029,1097).
trusts(653,1506).
trusts(38,575).
trusts(48,206).
trusts(1502,927).
trusts(48,209).
trusts(48,210).
trusts(1037,792).
trusts(42,434).
trusts(216,68).
trusts(688,222).
trusts(216,85).
trusts(1054,183).
trusts(175,1604).
trusts(199,720).
trusts(210,300).
trusts(29,927).
trusts(15,1444).
trusts(198,745).
trusts(1029,1106).
trusts(46,300).
trusts(51,117).
trusts(40,463).
trusts(196,779).
trusts(1029,1060).
trusts(47,202).
trusts(1521,204).
trusts(673,735).
trusts(50,98).
trusts(48,172).
trusts(22,1134).
trusts(1054,127).
trusts(210,254).
trusts(689,135).
trusts(46,252).
trusts(39,516).
trusts(214,127).
trusts(675,676).
trusts(1057,46).
trusts(214,122).
trusts(210,269).
trusts(1044,516).
trusts(39,527).
trusts(42,415).
trusts(39,606).
trusts(210,481).
trusts(221,69).
trusts(1041,579).
trusts(216,253).
trusts(48,266).
trusts(1054,107).
trusts(42,483).
trusts(1054,117).
trusts(688,25).
trusts(196,1016).
trusts(221,86).
trusts(9,1731).
trusts(52,135).
trusts(221,98).
trusts(216,284).
trusts(210,506).
trusts(653,1326).
trusts(678,347).
trusts(48,240).
trusts(216,224).
trusts(222,1).
trusts(50,164).
trusts(47,275).
trusts(216,222).
trusts(221,36).
trusts(46,310).
trusts(218,162).
trusts(1028,1034).
trusts(210,452).
trusts(39,562).
trusts(207,576).
trusts(1051,194).
trusts(678,365).
trusts(1055,49).
trusts(1045,419).
trusts(681,253).
trusts(673,549).
trusts(195,1018).
trusts(53,73).
trusts(52,107).
trusts(48,254).
trusts(15,1475).
trusts(1528,27).
trusts(1028,1050).
trusts(1028,1049).
trusts(1028,1052).
trusts(1028,1051).
trusts(42,468).
trusts(218,172).
trusts(40,633).
trusts(688,75).
trusts(14,1587).
trusts(221,20).
trusts(216,205).
trusts(1518,482).
trusts(56,57).
trusts(1028,1015).
trusts(45,465).
trusts(219,104).
trusts(651,1464).
trusts(39,678).
trusts(686,172).
trusts(218,143).
trusts(218,86).
trusts(688,38).
trusts(218,83).
trusts(1029,929).
trusts(48,307).
trusts(678,412).
trusts(218,93).
trusts(1029,935).
trusts(197,868).
trusts(42,519).
trusts(218,105).
trusts(212,327).
trusts(49,287).
trusts(689,20).
trusts(1029,949).
trusts(216,181).
trusts(1054,30).
trusts(53,128).
trusts(48,406).
trusts(216,406).
trusts(219,294).
trusts(1051,99).
trusts(1041,471).
trusts(222,172).
trusts(20,1426).
trusts(688,396).
trusts(51,293).
trusts(1041,450).
trusts(1023,1116).
trusts(198,1044).
trusts(695,127).
trusts(680,678).
trusts(50,302).
trusts(698,14).
trusts(221,181).
trusts(58,13).
trusts(48,362).
trusts(1505,476).
trusts(30,1029).
trusts(1504,514).
trusts(698,1).
trusts(221,172).
trusts(221,173).
trusts(219,242).
trusts(1500,656).
trusts(49,334).
trusts(1029,863).
trusts(54,144).
trusts(39,805).
trusts(15,1693).
trusts(1038,520).
trusts(15,1692).
trusts(1505,587).
trusts(48,470).
trusts(15,1691).
trusts(15,1690).
trusts(54,254).
trusts(30,1141).
trusts(15,1695).
trusts(1051,30).
trusts(30,1146).
trusts(224,39).
trusts(177,1776).
trusts(16,1665).
trusts(195,1114).
trusts(1513,272).
trusts(15,1676).
trusts(1051,25).
trusts(15,1675).
trusts(15,1680).
trusts(696,172).
trusts(15,1678).
trusts(696,170).
trusts(60,14).
trusts(58,93).
trusts(15,1684).
trusts(1035,606).
trusts(221,139).
trusts(1023,1056).
trusts(676,901).
trusts(200,901).
trusts(1023,1043).
trusts(58,72).
trusts(218,240).
trusts(51,330).
trusts(15,1662).
trusts(698,80).
trusts(18,1554).
trusts(1469,1878).
trusts(1041,371).
trusts(210,526).
trusts(210,528).
trusts(678,812).
trusts(222,86).
trusts(58,51).
trusts(218,219).
trusts(216,293).
trusts(1044,251).
trusts(218,220).
trusts(221,110).
trusts(15,1645).
trusts(218,222).
trusts(177,1739).
trusts(216,297).
trusts(1505,543).
trusts(218,212).
trusts(183,1508).
trusts(177,1733).
trusts(227,122).
trusts(222,307).
trusts(683,463).
trusts(60,98).
trusts(62,20).
trusts(59,125).
trusts(60,86).
trusts(205,921).
trusts(682,486).
trusts(51,415).
trusts(58,155).
trusts(678,645).
trusts(218,449).
trusts(62,2).
trusts(688,272).
trusts(222,297).
trusts(1029,754).
trusts(1044,198).
trusts(39,849).
trusts(51,399).
trusts(1028,785).
trusts(46,582).
trusts(1029,758).
trusts(1028,794).
trusts(689,196).
trusts(1041,292).
trusts(216,483).
trusts(48,494).
trusts(30,1160).
trusts(58,123).
trusts(676,675).
trusts(50,415).
trusts(214,563).
trusts(226,118).
trusts(40,901).
trusts(678,716).
trusts(1023,947).
trusts(678,721).
trusts(197,1175).
trusts(53,412).
trusts(20,1634).
trusts(222,226).
trusts(1015,1220).
trusts(1015,1221).
trusts(58,219).
trusts(1015,1222).
trusts(197,1152).
trusts(1041,265).
trusts(686,410).
trusts(62,64).
trusts(63,33).
trusts(678,680).
trusts(59,171).
trusts(681,577).
trusts(62,48).
trusts(63,12).
trusts(678,689).
trusts(1028,736).
trusts(216,415).
trusts(688,297).
trusts(216,418).
trusts(1029,676).
trusts(62,36).
trusts(60,109).
trusts(216,425).
trusts(1009,1420).
trusts(227,212).
trusts(216,607).
trusts(689,577).
trusts(1073,2).
trusts(1539,1).
trusts(64,44).
trusts(232,44).
trusts(1070,127).
trusts(216,624).
trusts(1073,17).
trusts(63,83).
trusts(686,707).
trusts(1054,750).
trusts(700,202).
trusts(64,62).
trusts(64,65).
trusts(701,170).
trusts(1067,280).
trusts(65,33).
trusts(686,746).
trusts(230,148).
trusts(62,147).
trusts(64,78).
trusts(60,226).
trusts(64,80).
trusts(64,79).
trusts(64,82).
trusts(64,81).
trusts(64,84).
trusts(688,667).
trusts(1054,756).
trusts(64,83).
trusts(20,1718).
trusts(230,36).
trusts(63,125).
trusts(195,1329).
trusts(1065,237).
trusts(693,522).
trusts(34,1217).
trusts(60,251).
trusts(673,1252).
trusts(206,932).
trusts(58,334).
trusts(225,226).
trusts(196,1298).
trusts(1044,1028).
trusts(198,1252).
trusts(677,1131).
trusts(706,54).
trusts(210,805).
trusts(65,92).
trusts(29,1426).
trusts(222,357).
trusts(64,126).
trusts(42,942).
trusts(1059,515).
trusts(216,596).
trusts(1538,127).
trusts(703,173).
trusts(30,1418).
trusts(66,84).
trusts(657,1632).
trusts(209,999).
trusts(1529,483).
trusts(51,631).
trusts(30,1412).
trusts(62,248).
trusts(695,252).
trusts(195,1534).
trusts(1057,492).
trusts(683,698).
trusts(68,42).
trusts(696,224).
trusts(701,40).
trusts(696,226).
trusts(697,190).
trusts(695,266).
trusts(68,36).
trusts(1043,1023).
trusts(69,2).
trusts(68,39).
trusts(68,58).
trusts(63,246).
trusts(221,602).
trusts(1060,410).
trusts(67,88).
trusts(698,175).
trusts(1054,515).
trusts(1515,1061).
trusts(1503,1504).
trusts(65,186).
trusts(69,36).
trusts(1040,1041).
trusts(688,563).
trusts(690,490).
trusts(1061,266).
trusts(69,33).
trusts(60,365).
trusts(1532,434).
trusts(231,124).
trusts(70,22).
trusts(69,48).
trusts(221,512).
trusts(68,86).
trusts(686,649).
trusts(62,303).
trusts(229,212).
trusts(221,509).
trusts(231,150).
trusts(688,587).
trusts(69,68).
trusts(688,582).
trusts(221,516).
trusts(20,1878).
trusts(69,67).
trusts(67,137).
trusts(69,89).
trusts(232,130).
trusts(216,718).
trusts(216,730).
trusts(1063,239).
trusts(60,415).
trusts(196,1471).
trusts(216,726).
trusts(701,126).
trusts(1054,472).
trusts(667,1673).
trusts(64,297).
trusts(1495,1369).
trusts(706,226).
trusts(63,314).
trusts(71,20).
trusts(65,242).
trusts(53,689).
trusts(71,25).
trusts(1046,746).
trusts(71,26).
trusts(688,870).
trusts(68,138).
trusts(58,509).
trusts(69,104).
trusts(695,615).
trusts(1528,132).
